N,p,q,N_binary,p_binary,N_bits,p_bits
2395,5,479,00100101011011,0000101,14,7
2402,2,1201,00100101100010,0000010,14,7
2407,29,83,00100101100111,0011101,14,7
2413,19,127,00100101101101,0010011,14,7
2419,41,59,00100101110011,0101001,14,7
2426,2,1213,00100101111010,0000010,14,7
2427,3,809,00100101111011,0000011,14,7
2429,7,347,00100101111101,0000111,14,7
2433,3,811,00100110000001,0000011,14,7
2434,2,1217,00100110000010,0000010,14,7
2435,5,487,00100110000011,0000101,14,7
2443,7,349,00100110001011,0000111,14,7
2446,2,1223,00100110001110,0000010,14,7
2449,31,79,00100110010001,0011111,14,7
2453,11,223,00100110010101,0001011,14,7
2455,5,491,00100110010111,0000101,14,7
2458,2,1229,00100110011010,0000010,14,7
2461,23,107,00100110011101,0010111,14,7
2462,2,1231,00100110011110,0000010,14,7
2463,3,821,00100110011111,0000011,14,7
2469,3,823,00100110100101,0000011,14,7
2471,7,353,00100110100111,0000111,14,7
2474,2,1237,00100110101010,0000010,14,7
2479,37,67,00100110101111,0100101,14,7
2481,3,827,00100110110001,0000011,14,7
2483,13,191,00100110110011,0001101,14,7
2487,3,829,00100110110111,0000011,14,7
2489,19,131,00100110111001,0010011,14,7
2491,47,53,00100110111011,0101111,14,7
2495,5,499,00100110111111,0000101,14,7
2497,11,227,00100111000001,0001011,14,7
2498,2,1249,00100111000010,0000010,14,7
2501,41,61,00100111000101,0101001,14,7
2507,23,109,00100111001011,0010111,14,7
2509,13,193,00100111001101,0001101,14,7
2513,7,359,00100111010001,0000111,14,7
2515,5,503,00100111010011,0000101,14,7
2517,3,839,00100111010101,0000011,14,7
2518,2,1259,00100111010110,0000010,14,7
2519,11,229,00100111010111,0001011,14,7
2533,17,149,00100111100101,0010001,14,7
2537,43,59,00100111101001,0101011,14,7
2545,5,509,00100111110001,0000101,14,7
2554,2,1277,00100111111010,0000010,14,7
2558,2,1279,00100111111110,0000010,14,7
2559,3,853,00100111111111,0000011,14,7
2561,13,197,00101000000001,0001101,14,7
2563,11,233,00101000000011,0001011,14,7
2566,2,1283,00101000000110,0000010,14,7
2567,17,151,00101000000111,0010001,14,7
2569,7,367,00101000001001,0000111,14,7
2571,3,857,00101000001011,0000011,14,7
2573,31,83,00101000001101,0011111,14,7
2577,3,859,00101000010001,0000011,14,7
2578,2,1289,00101000010010,0000010,14,7
2581,29,89,00101000010101,0011101,14,7
2582,2,1291,00101000010110,0000010,14,7
2587,13,199,00101000011011,0001101,14,7
2589,3,863,00101000011101,0000011,14,7
2594,2,1297,00101000100010,0000010,14,7
2599,23,113,00101000100111,0010111,14,7
2602,2,1301,00101000101010,0000010,14,7
2603,19,137,00101000101011,0010011,14,7
2605,5,521,00101000101101,0000101,14,7
2606,2,1303,00101000101110,0000010,14,7
2611,7,373,00101000110011,0000111,14,7
2614,2,1307,00101000110110,0000010,14,7
2615,5,523,00101000110111,0000101,14,7
2623,43,61,00101000111111,0101011,14,7
2627,37,71,00101001000011,0100101,14,7
2629,11,239,00101001000101,0001011,14,7
2631,3,877,00101001000111,0000011,14,7
2638,2,1319,00101001001110,0000010,14,7
2641,19,139,00101001010001,0010011,14,7
2642,2,1321,00101001010010,0000010,14,7
2643,3,881,00101001010011,0000011,14,7
2649,3,883,00101001011001,0000011,14,7
2651,11,241,00101001011011,0001011,14,7
2653,7,379,00101001011101,0000111,14,7
2654,2,1327,00101001011110,0000010,14,7
2661,3,887,00101001100101,0000011,14,7
2669,17,157,00101001101101,0010001,14,7
2681,7,383,00101001111001,0000111,14,7
2701,37,73,00101010001101,0100101,14,7
2705,5,541,00101010010001,0000101,14,7
2721,3,907,00101010100001,0000011,14,7
2722,2,1361,00101010100010,0000010,14,7
2723,7,389,00101010100011,0000111,14,7
2733,3,911,00101010101101,0000011,14,7
2734,2,1367,00101010101110,0000010,14,7
2735,5,547,00101010101111,0000101,14,7
2743,13,211,00101010110111,0001101,14,7
2746,2,1373,00101010111010,0000010,14,7
2747,41,67,00101010111011,0101001,14,7
2757,3,919,00101011000101,0000011,14,7
2759,31,89,00101011000111,0011111,14,7
2761,11,251,00101011001001,0001011,14,7
2762,2,1381,00101011001010,0000010,14,7
2771,17,163,00101011010011,0010001,14,7
2773,47,59,00101011010101,0101111,14,7
2779,7,397,00101011011011,0000111,14,7
2785,5,557,00101011100001,0000101,14,7
2787,3,929,00101011100011,0000011,14,7
2798,2,1399,00101011101110,0000010,14,7
2807,7,401,00101011110111,0000111,14,7
2809,53,53,00101011111001,0110101,14,7
2811,3,937,00101011111011,0000011,14,7
2813,29,97,00101011111101,0011101,14,7
2815,5,563,00101011111111,0000101,14,7
2818,2,1409,00101100000010,0000010,14,7
2823,3,941,00101100000111,0000011,14,7
2827,11,257,00101100001011,0001011,14,7
2831,19,149,00101100001111,0010011,14,7
2839,17,167,00101100010111,0010001,14,7
2841,3,947,00101100011001,0000011,14,7
2845,5,569,00101100011101,0000101,14,7
2846,2,1423,00101100011110,0000010,14,7
2854,2,1427,00101100100110,0000010,14,7
2855,5,571,00101100100111,0000101,14,7
2858,2,1429,00101100101010,0000010,14,7
2859,3,953,00101100101011,0000011,14,7
2863,7,409,00101100101111,0000111,14,7
2866,2,1433,00101100110010,0000010,14,7
2867,47,61,00101100110011,0101111,14,7
2869,19,151,00101100110101,0010011,14,7
2878,2,1439,00101100111110,0000010,14,7
2881,43,67,00101101000001,0101011,14,7
2885,5,577,00101101000101,0000101,14,7
2893,11,263,00101101001101,0001011,14,7
2894,2,1447,00101101001110,0000010,14,7
2899,13,223,00101101010011,0001101,14,7
2901,3,967,00101101010101,0000011,14,7
2902,2,1451,00101101010110,0000010,14,7
2906,2,1453,00101101011010,0000010,14,7
2911,41,71,00101101011111,0101001,14,7
2913,3,971,00101101100001,0000011,14,7
2918,2,1459,00101101100110,0000010,14,7
2921,23,127,00101101101001,0010111,14,7
2923,37,79,00101101101011,0100101,14,7
2929,29,101,00101101110001,0011101,14,7
2931,3,977,00101101110011,0000011,14,7
2933,7,419,00101101110101,0000111,14,7
2935,5,587,00101101110111,0000101,14,7
2941,17,173,00101101111101,0010001,14,7
2942,2,1471,00101101111110,0000010,14,7
2947,7,421,00101110000011,0000111,14,7
2949,3,983,00101110000101,0000011,14,7
2951,13,227,00101110000111,0001101,14,7
2959,11,269,00101110001111,0001011,14,7
2962,2,1481,00101110010010,0000010,14,7
2965,5,593,00101110010101,0000101,14,7
2966,2,1483,00101110010110,0000010,14,7
2973,3,991,00101110011101,0000011,14,7
2974,2,1487,00101110011110,0000010,14,7
2977,13,229,00101110100001,0001101,14,7
2978,2,1489,00101110100010,0000010,14,7
2981,11,271,00101110100101,0001011,14,7
2983,19,157,00101110100111,0010011,14,7
2986,2,1493,00101110101010,0000010,14,7
2987,29,103,00101110101011,0011101,14,7
2991,3,997,00101110101111,0000011,14,7
2993,41,73,00101110110001,0101001,14,7
2995,5,599,00101110110011,0000101,14,7
2998,2,1499,00101110110110,0000010,14,7
3005,5,601,00101110111101,0000101,14,7
3007,31,97,00101110111111,0011111,14,7
3013,23,131,00101111000101,0010111,14,7
3017,7,431,00101111001001,0000111,14,7
3022,2,1511,00101111001110,0000010,14,7
3027,3,1009,00101111010011,0000011,14,7
3029,13,233,00101111010101,0001101,14,7
3031,7,433,00101111010111,0000111,14,7
3035,5,607,00101111011011,0000101,14,7
3039,3,1013,00101111011111,0000011,14,7
3043,17,179,00101111100011,0010001,14,7
3046,2,1523,00101111100110,0000010,14,7
3047,11,277,00101111100111,0001011,14,7
3053,43,71,00101111101101,0101011,14,7
3057,3,1019,00101111110001,0000011,14,7
3062,2,1531,00101111110110,0000010,14,7
3063,3,1021,00101111110111,0000011,14,7
3065,5,613,00101111111001,0000101,14,7
3071,37,83,00101111111111,0100101,14,7
3073,7,439,00110000000001,0000111,14,7
3077,17,181,00110000000101,0010001,14,7
3085,5,617,00110000001101,0000101,14,7
3086,2,1543,00110000001110,0000010,14,7
3091,11,281,00110000010011,0001011,14,7
3093,3,1031,00110000010101,0000011,14,7
3095,5,619,00110000010111,0000101,14,7
3097,19,163,00110000011001,0010011,14,7
3098,2,1549,00110000011010,0000010,14,7
3099,3,1033,00110000011011,0000011,14,7
3101,7,443,00110000011101,0000111,14,7
3103,29,107,00110000011111,0011101,14,7
3106,2,1553,00110000100010,0000010,14,7
3107,13,239,00110000100011,0001101,14,7
3113,11,283,00110000101001,0001011,14,7
3117,3,1039,00110000101101,0000011,14,7
3118,2,1559,00110000101110,0000010,14,7
3127,53,59,00110000110111,0110101,14,7
3131,31,101,00110000111011,0011111,14,7
3133,13,241,00110000111101,0001101,14,7
3134,2,1567,00110000111110,0000010,14,7
3139,43,73,00110001000011,0101011,14,7
3142,2,1571,00110001000110,0000010,14,7
3143,7,449,00110001000111,0000111,14,7
3147,3,1049,00110001001011,0000011,14,7
3149,47,67,00110001001101,0101111,14,7
3151,23,137,00110001001111,0010111,14,7
3153,3,1051,00110001010001,0000011,14,7
3155,5,631,00110001010011,0000101,14,7
3158,2,1579,00110001010110,0000010,14,7
3161,29,109,00110001011001,0011101,14,7
3166,2,1583,00110001011110,0000010,14,7
3173,19,167,00110001100101,0010011,14,7
3183,3,1061,00110001101111,0000011,14,7
3189,3,1063,00110001110101,0000011,14,7
3193,31,103,00110001111001,0011111,14,7
3194,2,1597,00110001111010,0000010,14,7
3197,23,139,00110001111101,0010111,14,7
3199,7,457,00110001111111,0000111,14,7
3202,2,1601,00110010000010,0000010,14,7
3205,5,641,00110010000101,0000101,14,7
3207,3,1069,00110010000111,0000011,14,7
3214,2,1607,00110010001110,0000010,14,7
3215,5,643,00110010001111,0000101,14,7
3218,2,1609,00110010010010,0000010,14,7
3223,11,293,00110010010111,0001011,14,7
3226,2,1613,00110010011010,0000010,14,7
3227,7,461,00110010011011,0000111,14,7
3233,53,61,00110010100001,0110101,14,7
3235,5,647,00110010100011,0000101,14,7
3238,2,1619,00110010100110,0000010,14,7
3239,41,79,00110010100111,0101001,14,7
3241,7,463,00110010101001,0000111,14,7
3242,2,1621,00110010101010,0000010,14,7
3247,17,191,00110010101111,0010001,14,7
3254,2,1627,00110010110110,0000010,14,7
3261,3,1087,00110010111101,0000011,14,7
3263,13,251,00110010111111,0001101,14,7
3265,5,653,00110011000001,0000101,14,7
3269,7,467,00110011000101,0000111,14,7
3273,3,1091,00110011001001,0000011,14,7
3274,2,1637,00110011001010,0000010,14,7
3277,29,113,00110011001101,0011101,14,7
3279,3,1093,00110011001111,0000011,14,7
3281,17,193,00110011010001,0010001,14,7
3287,19,173,00110011010111,0010011,14,7
3291,3,1097,00110011011011,0000011,14,7
3293,37,89,00110011011101,0100101,14,7
3295,5,659,00110011011111,0000101,14,7
3305,5,661,00110011101001,0000101,14,7
3309,3,1103,00110011101101,0000011,14,7
3314,2,1657,00110011110010,0000010,14,7
3317,31,107,00110011110101,0011111,14,7
3326,2,1663,00110011111110,0000010,14,7
3327,3,1109,00110011111111,0000011,14,7
3334,2,1667,00110100000110,0000010,14,7
3337,47,71,00110100001001,0101111,14,7
3338,2,1669,00110100001010,0000010,14,7
3341,13,257,00110100001101,0001101,14,7
3349,17,197,00110100010101,0010001,14,7
3351,3,1117,00110100010111,0000011,14,7
3353,7,479,00110100011001,0000111,14,7
3365,5,673,00110100100101,0000101,14,7
3369,3,1123,00110100101001,0000011,14,7
3377,11,307,00110100110001,0001011,14,7
3379,31,109,00110100110011,0011111,14,7
3383,17,199,00110100110111,0010001,14,7
3385,5,677,00110100111001,0000101,14,7
3386,2,1693,00110100111010,0000010,14,7
3387,3,1129,00110100111011,0000011,14,7
3394,2,1697,00110101000010,0000010,14,7
3397,43,79,00110101000101,0101011,14,7
3398,2,1699,00110101000110,0000010,14,7
3401,19,179,00110101001001,0010011,14,7
3403,41,83,00110101001011,0101001,14,7
3409,7,487,00110101010001,0000111,14,7
3415,5,683,00110101010111,0000101,14,7
3418,2,1709,00110101011010,0000010,14,7
3419,13,263,00110101011011,0001101,14,7
3421,11,311,00110101011101,0001011,14,7
3427,23,149,00110101100011,0010111,14,7
3431,47,73,00110101100111,0101111,14,7
3437,7,491,00110101101101,0000111,14,7
3439,19,181,00110101101111,0010011,14,7
3442,2,1721,00110101110010,0000010,14,7
3443,11,313,00110101110011,0001011,14,7
3446,2,1723,00110101110110,0000010,14,7
3453,3,1151,00110101111101,0000011,14,7
3455,5,691,00110101111111,0000101,14,7
3459,3,1153,00110110000011,0000011,14,7
3466,2,1733,00110110001010,0000010,14,7
3473,23,151,00110110010001,0010111,14,7
3481,59,59,00110110011001,0111011,14,7
3482,2,1741,00110110011010,0000010,14,7
3487,11,317,00110110011111,0001011,14,7
3489,3,1163,00110110100001,0000011,14,7
3493,7,499,00110110100101,0000111,14,7
3494,2,1747,00110110100110,0000010,14,7
3497,13,269,00110110101001,0001101,14,7
3503,31,113,00110110101111,0011111,14,7
3505,5,701,00110110110001,0000101,14,7
3506,2,1753,00110110110010,0000010,14,7
3513,3,1171,00110110111001,0000011,14,7
3518,2,1759,00110110111110,0000010,14,7
3521,7,503,00110111000001,0000111,14,7
3523,13,271,00110111000011,0001101,14,7
3543,3,1181,00110111010111,0000011,14,7
3545,5,709,00110111011001,0000101,14,7
3551,53,67,00110111011111,0110101,14,7
3554,2,1777,00110111100010,0000010,14,7
3561,3,1187,00110111101001,0000011,14,7
3563,7,509,00110111101011,0000111,14,7
3566,2,1783,00110111101110,0000010,14,7
3569,43,83,00110111110001,0101011,14,7
3574,2,1787,00110111110110,0000010,14,7
3578,2,1789,00110111111010,0000010,14,7
3579,3,1193,00110111111011,0000011,14,7
3587,17,211,00111000000011,0010001,14,7
3589,37,97,00111000000101,0100101,14,7
3595,5,719,00111000001011,0000101,14,7
3599,59,61,00111000001111,0111011,14,7
3601,13,277,00111000010001,0001101,14,7
3602,2,1801,00111000010010,0000010,14,7
3603,3,1201,00111000010011,0000011,14,7
3611,23,157,00111000011011,0010111,14,7
3622,2,1811,00111000100110,0000010,14,7
3629,19,191,00111000101101,0010011,14,7
3635,5,727,00111000110011,0000101,14,7
3639,3,1213,00111000110111,0000011,14,7
3641,11,331,00111000111001,0001011,14,7
3646,2,1823,00111000111110,0000010,14,7
3647,7,521,00111000111111,0000111,14,7
3649,41,89,00111001000001,0101001,14,7
3651,3,1217,00111001000011,0000011,14,7
3653,13,281,00111001000101,0001101,14,7
3661,7,523,00111001001101,0000111,14,7
3662,2,1831,00111001001110,0000010,14,7
3665,5,733,00111001010001,0000101,14,7
3667,19,193,00111001010011,0010011,14,7
3669,3,1223,00111001010101,0000011,14,7
3679,13,283,00111001011111,0001101,14,7
3683,29,127,00111001100011,0011101,14,7
3687,3,1229,00111001100111,0000011,14,7
3693,3,1231,00111001101101,0000011,14,7
3694,2,1847,00111001101110,0000010,14,7
3695,5,739,00111001101111,0000101,14,7
3707,11,337,00111001111011,0001011,14,7
3711,3,1237,00111001111111,0000011,14,7
3713,47,79,00111010000001,0101111,14,7
3715,5,743,00111010000011,0000101,14,7
3721,61,61,00111010001001,0111101,14,7
3722,2,1861,00111010001010,0000010,14,7
3734,2,1867,00111010010110,0000010,14,7
3737,37,101,00111010011001,0100101,14,7
3742,2,1871,00111010011110,0000010,14,7
3743,19,197,00111010011111,0010011,14,7
3746,2,1873,00111010100010,0000010,14,7
3747,3,1249,00111010100011,0000011,14,7
3749,23,163,00111010100101,0010111,14,7
3754,2,1877,00111010101010,0000010,14,7
3755,5,751,00111010101011,0000101,14,7
3758,2,1879,00111010101110,0000010,14,7
3763,53,71,00111010110011,0110101,14,7
3777,3,1259,00111011000001,0000011,14,7
3778,2,1889,00111011000010,0000010,14,7
3781,19,199,00111011000101,0010011,14,7
3785,5,757,00111011001001,0000101,14,7
3787,7,541,00111011001011,0000111,14,7
3791,17,223,00111011001111,0010001,14,7
3799,29,131,00111011010111,0011101,14,7
3802,2,1901,00111011011010,0000010,14,7
3805,5,761,00111011011101,0000101,14,7
3809,13,293,00111011100001,0001101,14,7
3811,37,103,00111011100011,0100101,14,7
3814,2,1907,00111011100110,0000010,14,7
3817,11,347,00111011101001,0001011,14,7
3826,2,1913,00111011110010,0000010,14,7
3827,43,89,00111011110011,0101011,14,7
3829,7,547,00111011110101,0000111,14,7
3831,3,1277,00111011110111,0000011,14,7
3837,3,1279,00111011111101,0000011,14,7
3839,11,349,00111011111111,0001011,14,7
3841,23,167,00111100000001,0010111,14,7
3845,5,769,00111100000101,0000101,14,7
3849,3,1283,00111100001001,0000011,14,7
3859,17,227,00111100010011,0010001,14,7
3862,2,1931,00111100010110,0000010,14,7
3865,5,773,00111100011001,0000101,14,7
3866,2,1933,00111100011010,0000010,14,7
3867,3,1289,00111100011011,0000011,14,7
3869,53,73,00111100011101,0110101,14,7
3873,3,1291,00111100100001,0000011,14,7
3883,11,353,00111100101011,0001011,14,7
3891,3,1297,00111100110011,0000011,14,7
3893,17,229,00111100110101,0010001,14,7
3898,2,1949,00111100111010,0000010,14,7
3899,7,557,00111100111011,0000111,14,7
3901,47,83,00111100111101,0101111,14,7
3902,2,1951,00111100111110,0000010,14,7
3903,3,1301,00111100111111,0000011,14,7
3909,3,1303,00111101000101,0000011,14,7
3921,3,1307,00111101010001,0000011,14,7
3935,5,787,00111101011111,0000101,14,7
3937,31,127,00111101100001,0011111,14,7
3941,7,563,00111101100101,0000111,14,7
3946,2,1973,00111101101010,0000010,14,7
3949,11,359,00111101101101,0001011,14,7
3953,59,67,00111101110001,0111011,14,7
3957,3,1319,00111101110101,0000011,14,7
3958,2,1979,00111101110110,0000010,14,7
3959,37,107,00111101110111,0100101,14,7
3961,17,233,00111101111001,0010001,14,7
3963,3,1321,00111101111011,0000011,14,7
3973,29,137,00111110000101,0011101,14,7
3974,2,1987,00111110000110,0000010,14,7
3977,41,97,00111110001001,0101001,14,7
3979,23,173,00111110001011,0010111,14,7
3981,3,1327,00111110001101,0000011,14,7
3983,7,569,00111110001111,0000111,14,7
3985,5,797,00111110010001,0000101,14,7
3986,2,1993,00111110010010,0000010,14,7
3991,13,307,00111110010111,0001101,14,7
3994,2,1997,00111110011010,0000010,14,7
3997,7,571,00111110011101,0000111,14,7
3998,2,1999,00111110011110,0000010,14,7
4006,2,2003,00111110100110,0000010,14,7
4009,19,211,00111110101001,0010011,14,7
4022,2,2011,00111110110110,0000010,14,7
4031,29,139,00111110111111,0011101,14,7
4033,37,109,00111111000001,0100101,14,7
4034,2,2017,00111111000010,0000010,14,7
4037,11,367,00111111000101,0001011,14,7
4039,7,577,00111111000111,0000111,14,7
4043,13,311,00111111001011,0001101,14,7
4045,5,809,00111111001101,0000101,14,7
4054,2,2027,00111111010110,0000010,14,7
4055,5,811,00111111010111,0000101,14,7
4058,2,2029,00111111011010,0000010,14,7
4061,31,131,00111111011101,0011111,14,7
4063,17,239,00111111011111,0010001,14,7
4069,13,313,00111111100101,0001101,14,7
4078,2,2039,00111111101110,0000010,14,7
4083,3,1361,00111111110011,0000011,14,7
4087,61,67,00111111110111,0111101,14,7
4097,17,241,01000000000001,0010001,14,7
4101,3,1367,01000000000101,0000011,14,7
4103,11,373,01000000000111,0001011,14,7
4105,5,821,01000000001001,0000101,14,7
4106,2,2053,01000000001010,0000010,14,7
4109,7,587,01000000001101,0000111,14,7
4115,5,823,01000000010011,0000101,14,7
4117,23,179,01000000010101,0010111,14,7
4119,3,1373,01000000010111,0000011,14,7
4121,13,317,01000000011001,0001101,14,7
4126,2,2063,01000000011110,0000010,14,7
4135,5,827,01000000100111,0000101,14,7
4138,2,2069,01000000101010,0000010,14,7
4141,41,101,01000000101101,0101001,14,7
4143,3,1381,01000000101111,0000011,14,7
4145,5,829,01000000110001,0000101,14,7
4151,7,593,01000000110111,0000111,14,7
4162,2,2081,01000001000010,0000010,14,7
4163,23,181,01000001000011,0010111,14,7
4166,2,2083,01000001000110,0000010,14,7
4169,11,379,01000001001001,0001011,14,7
4171,43,97,01000001001011,0101011,14,7
4174,2,2087,01000001001110,0000010,14,7
4178,2,2089,01000001010010,0000010,14,7
4181,37,113,01000001010101,0100101,14,7
4183,47,89,01000001010111,0101111,14,7
4187,53,79,01000001011011,0110101,14,7
4189,59,71,01000001011101,0111011,14,7
4193,7,599,01000001100001,0000111,14,7
4195,5,839,01000001100011,0000101,14,7
4197,3,1399,01000001100101,0000011,14,7
4198,2,2099,01000001100110,0000010,14,7
4207,7,601,01000001101111,0000111,14,7
4213,11,383,01000001110101,0001011,14,7
4222,2,2111,01000001111110,0000010,14,7
4223,41,103,01000001111111,0101001,14,7
4226,2,2113,01000010000010,0000010,14,7
4227,3,1409,01000010000011,0000011,14,7
4237,19,223,01000010001101,0010011,14,7
4247,31,137,01000010010111,0011111,14,7
4249,7,607,01000010011001,0000111,14,7
4258,2,2129,01000010100010,0000010,14,7
4262,2,2131,01000010100110,0000010,14,7
4265,5,853,01000010101001,0000101,14,7
4267,17,251,01000010101011,0010001,14,7
4269,3,1423,01000010101101,0000011,14,7
4274,2,2137,01000010110010,0000010,14,7
4279,11,389,01000010110111,0001011,14,7
4281,3,1427,01000010111001,0000011,14,7
4282,2,2141,01000010111010,0000010,14,7
4285,5,857,01000010111101,0000101,14,7
4286,2,2143,01000010111110,0000010,14,7
4287,3,1429,01000010111111,0000011,14,7
4291,7,613,01000011000011,0000111,14,7
4295,5,859,01000011000111,0000101,14,7
4299,3,1433,01000011001011,0000011,14,7
4303,13,331,01000011001111,0001101,14,7
4306,2,2153,01000011010010,0000010,14,7
4307,59,73,01000011010011,0111011,14,7
4309,31,139,01000011010101,0011111,14,7
4313,19,227,01000011011001,0010011,14,7
4315,5,863,01000011011011,0000101,14,7
4317,3,1439,01000011011101,0000011,14,7
4319,7,617,01000011011111,0000111,14,7
4321,29,149,01000011100001,0011101,14,7
4322,2,2161,01000011100010,0000010,14,7
4331,61,71,01000011101011,0111101,14,7
4333,7,619,01000011101101,0000111,14,7
4341,3,1447,01000011110101,0000011,14,7
4343,43,101,01000011110111,0101011,14,7
4351,19,229,01000011111111,0010011,14,7
4353,3,1451,01000100000001,0000011,14,7
4358,2,2179,01000100000110,0000010,14,7
4359,3,1453,01000100000111,0000011,14,7
4367,11,397,01000100001111,0001011,14,7
4369,17,257,01000100010001,0010001,14,7
4377,3,1459,01000100011001,0000011,14,7
4379,29,151,01000100011011,0011101,14,7
4381,13,337,01000100011101,0001101,14,7
4385,5,877,01000100100001,0000101,14,7
4387,41,107,01000100100011,0101001,14,7
4393,23,191,01000100101001,0010111,14,7
4399,53,83,01000100101111,0110101,14,7
4405,5,881,01000100110101,0000101,14,7
4406,2,2203,01000100110110,0000010,14,7
4411,11,401,01000100111011,0001011,14,7
4413,3,1471,01000100111101,0000011,14,7
4414,2,2207,01000100111110,0000010,14,7
4415,5,883,01000100111111,0000101,14,7
4417,7,631,01000101000001,0000111,14,7
4426,2,2213,01000101001010,0000010,14,7
4427,19,233,01000101001011,0010011,14,7
4429,43,103,01000101001101,0101011,14,7
4435,5,887,01000101010011,0000101,14,7
4439,23,193,01000101010111,0010111,14,7
4442,2,2221,01000101011010,0000010,14,7
4443,3,1481,01000101011011,0000011,14,7
4449,3,1483,01000101100001,0000011,14,7
4453,61,73,01000101100101,0111101,14,7
4461,3,1487,01000101101101,0000011,14,7
4467,3,1489,01000101110011,0000011,14,7
4469,41,109,01000101110101,0101001,14,7
4471,17,263,01000101110111,0010001,14,7
4474,2,2237,01000101111010,0000010,14,7
4478,2,2239,01000101111110,0000010,14,7
4479,3,1493,01000101111111,0000011,14,7
4486,2,2243,01000110000110,0000010,14,7
4487,7,641,01000110000111,0000111,14,7
4489,67,67,01000110001001,1000011,14,7
4497,3,1499,01000110010001,0000011,14,7
4499,11,409,01000110010011,0001011,14,7
4501,7,643,01000110010101,0000111,14,7
4502,2,2251,01000110010110,0000010,14,7
4511,13,347,01000110011111,0001101,14,7
4529,7,647,01000110110001,0000111,14,7
4531,23,197,01000110110011,0010111,14,7
4533,3,1511,01000110110101,0000011,14,7
4534,2,2267,01000110110110,0000010,14,7
4535,5,907,01000110110111,0000101,14,7
4537,13,349,01000110111001,0001101,14,7
4538,2,2269,01000110111010,0000010,14,7
4541,19,239,01000110111101,0010011,14,7
4546,2,2273,01000111000010,0000010,14,7
4553,29,157,01000111001001,0011101,14,7
4555,5,911,01000111001011,0000101,14,7
4559,47,97,01000111001111,0101111,14,7
4562,2,2281,01000111010010,0000010,14,7
4569,3,1523,01000111011001,0000011,14,7
4571,7,653,01000111011011,0000111,14,7
4573,17,269,01000111011101,0010001,14,7
4574,2,2287,01000111011110,0000010,14,7
4577,23,199,01000111100001,0010111,14,7
4579,19,241,01000111100011,0010011,14,7
4586,2,2293,01000111101010,0000010,14,7
4589,13,353,01000111101101,0001101,14,7
4593,3,1531,01000111110001,0000011,14,7
4594,2,2297,01000111110010,0000010,14,7
4595,5,919,01000111110011,0000101,14,7
4601,43,107,01000111111001,0101011,14,7
4607,17,271,01000111111111,0010001,14,7
4609,11,419,01001000000001,0001011,14,7
4613,7,659,01001000000101,0000111,14,7
4618,2,2309,01001000001010,0000010,14,7
4619,31,149,01001000001011,0011111,14,7
4622,2,2311,01001000001110,0000010,14,7
4627,7,661,01001000010011,0000111,14,7
4629,3,1543,01001000010101,0000011,14,7
4631,11,421,01001000010111,0001011,14,7
4633,41,113,01001000011001,0101001,14,7
4645,5,929,01001000100101,0000101,14,7
4647,3,1549,01001000100111,0000011,14,7
4659,3,1553,01001000110011,0000011,14,7
4661,59,79,01001000110101,0111011,14,7
4666,2,2333,01001000111010,0000010,14,7
4667,13,359,01001000111011,0001101,14,7
4677,3,1559,01001001000101,0000011,14,7
4678,2,2339,01001001000110,0000010,14,7
4681,31,151,01001001001001,0011111,14,7
4682,2,2341,01001001001010,0000010,14,7
4685,5,937,01001001001101,0000101,14,7
4687,43,109,01001001001111,0101011,14,7
4694,2,2347,01001001010110,0000010,14,7
4699,37,127,01001001011011,0100101,14,7
4701,3,1567,01001001011101,0000011,14,7
4702,2,2351,01001001011110,0000010,14,7
4705,5,941,01001001100001,0000101,14,7
4709,17,277,01001001100101,0010001,14,7
4711,7,673,01001001100111,0000111,14,7
4713,3,1571,01001001101001,0000011,14,7
4714,2,2357,01001001101010,0000010,14,7
4717,53,89,01001001101101,0110101,14,7
4727,29,163,01001001110111,0011101,14,7
4735,5,947,01001001111111,0000101,14,7
4737,3,1579,01001010000001,0000011,14,7
4739,7,677,01001010000011,0000111,14,7
4741,11,431,01001010000101,0001011,14,7
4742,2,2371,01001010000110,0000010,14,7
4747,47,101,01001010001011,0101111,14,7
4749,3,1583,01001010001101,0000011,14,7
4754,2,2377,01001010010010,0000010,14,7
4757,67,71,01001010010101,1000011,14,7
4762,2,2381,01001010011010,0000010,14,7
4763,11,433,01001010011011,0001011,14,7
4765,5,953,01001010011101,0000101,14,7
4766,2,2383,01001010011110,0000010,14,7
4769,19,251,01001010100001,0010011,14,7
4771,13,367,01001010100011,0001101,14,7
4777,17,281,01001010101001,0010001,14,7
4778,2,2389,01001010101010,0000010,14,7
4781,7,683,01001010101101,0000111,14,7
4786,2,2393,01001010110010,0000010,14,7
4791,3,1597,01001010110111,0000011,14,7
4798,2,2399,01001010111110,0000010,14,7
4803,3,1601,01001011000011,0000011,14,7
4811,17,283,01001011001011,0010001,14,7
4819,61,79,01001011010011,0111101,14,7
4821,3,1607,01001011010101,0000011,14,7
4822,2,2411,01001011010110,0000010,14,7
4827,3,1609,01001011011011,0000011,14,7
4829,11,439,01001011011101,0001011,14,7
4834,2,2417,01001011100010,0000010,14,7
4835,5,967,01001011100011,0000101,14,7
4837,7,691,01001011100101,0000111,14,7
4839,3,1613,01001011100111,0000011,14,7
4841,47,103,01001011101001,0101111,14,7
4843,29,167,01001011101011,0011101,14,7
