N,p,q,N_binary,p_binary,N_bits,p_bits
10135,5,2027,00010011110010111,000000101,17,9
10145,5,2029,00010011110100001,000000101,17,9
10147,73,139,00010011110100011,001001001,17,9
10154,2,5077,00010011110101010,000000010,17,9
10157,7,1451,00010011110101101,000000111,17,9
10162,2,5081,00010011110110010,000000010,17,9
10167,3,3389,00010011110110111,000000011,17,9
10171,7,1453,00010011110111011,000000111,17,9
10173,3,3391,00010011110111101,000000011,17,9
10174,2,5087,00010011110111110,000000010,17,9
10183,17,599,00010011111000111,000010001,17,9
10187,61,167,00010011111001011,000111101,17,9
10189,23,443,00010011111001101,000010111,17,9
10195,5,2039,00010011111010011,000000101,17,9
10198,2,5099,00010011111010110,000000010,17,9
10201,101,101,00010011111011001,001100101,17,9
10202,2,5101,00010011111011010,000000010,17,9
10207,59,173,00010011111011111,000111011,17,9
10213,7,1459,00010011111100101,000000111,17,9
10214,2,5107,00010011111100110,000000010,17,9
10217,17,601,00010011111101001,000010001,17,9
10219,11,929,00010011111101011,000001011,17,9
10221,3,3407,00010011111101101,000000011,17,9
10226,2,5113,00010011111110010,000000010,17,9
10229,53,193,00010011111110101,000110101,17,9
10231,13,787,00010011111110111,000001101,17,9
10237,29,353,00010011111111101,000011101,17,9
10238,2,5119,00010011111111110,000000010,17,9
10239,3,3413,00010011111111111,000000011,17,9
10249,37,277,00010100000001001,000100101,17,9
10261,31,331,00010100000010101,000011111,17,9
10265,5,2053,00010100000011001,000000101,17,9
10277,43,239,00010100000100101,000101011,17,9
10279,19,541,00010100000100111,000010011,17,9
10291,41,251,00010100000110011,000101001,17,9
10294,2,5147,00010100000110110,000000010,17,9
10297,7,1471,00010100000111001,000000111,17,9
10299,3,3433,00010100000111011,000000011,17,9
10306,2,5153,00010100001000010,000000010,17,9
10307,11,937,00010100001000011,000001011,17,9
10315,5,2063,00010100001001011,000000101,17,9
10319,17,607,00010100001001111,000010001,17,9
10327,23,449,00010100001010111,000010111,17,9
10334,2,5167,00010100001011110,000000010,17,9
10342,2,5171,00010100001100110,000000010,17,9
10345,5,2069,00010100001101001,000000101,17,9
10347,3,3449,00010100001101011,000000011,17,9
10349,79,131,00010100001101101,001001111,17,9
10351,11,941,00010100001101111,000001011,17,9
10358,2,5179,00010100001110110,000000010,17,9
10361,13,797,00010100001111001,000001101,17,9
10363,43,241,00010100001111011,000101011,17,9
10367,7,1481,00010100001111111,000000111,17,9
10371,3,3457,00010100010000011,000000011,17,9
10378,2,5189,00010100010001010,000000010,17,9
10379,97,107,00010100010001011,001100001,17,9
10381,7,1483,00010100010001101,000000111,17,9
10383,3,3461,00010100010001111,000000011,17,9
10389,3,3463,00010100010010101,000000011,17,9
10393,19,547,00010100010011001,000010011,17,9
10394,2,5197,00010100010011010,000000010,17,9
10397,37,281,00010100010011101,000100101,17,9
10401,3,3467,00010100010100001,000000011,17,9
10403,101,103,00010100010100011,001100101,17,9
10405,5,2081,00010100010100101,000000101,17,9
10407,3,3469,00010100010100111,000000011,17,9
10409,7,1487,00010100010101001,000000111,17,9
10411,29,359,00010100010101011,000011101,17,9
10415,5,2083,00010100010101111,000000101,17,9
10417,11,947,00010100010110001,000001011,17,9
10418,2,5209,00010100010110010,000000010,17,9
10421,17,613,00010100010110101,000010001,17,9
10423,7,1489,00010100010110111,000000111,17,9
10435,5,2087,00010100011000011,000000101,17,9
10441,53,197,00010100011001001,000110101,17,9
10445,5,2089,00010100011001101,000000101,17,9
10447,31,337,00010100011001111,000011111,17,9
10451,7,1493,00010100011010011,000000111,17,9
10454,2,5227,00010100011010110,000000010,17,9
10462,2,5231,00010100011011110,000000010,17,9
10466,2,5233,00010100011100010,000000010,17,9
10471,37,283,00010100011100111,000100101,17,9
10473,3,3491,00010100011101001,000000011,17,9
10474,2,5237,00010100011101010,000000010,17,9
10481,47,223,00010100011110001,000101111,17,9
10483,11,953,00010100011110011,000001011,17,9
10489,17,617,00010100011111001,000010001,17,9
10493,7,1499,00010100011111101,000000111,17,9
10495,5,2099,00010100011111111,000000101,17,9
10497,3,3499,00010100100000001,000000011,17,9
10511,23,457,00010100100001111,000010111,17,9
10517,13,809,00010100100010101,000001101,17,9
10519,67,157,00010100100010111,001000011,17,9
10522,2,5261,00010100100011010,000000010,17,9
10523,17,619,00010100100011011,000010001,17,9
10533,3,3511,00010100100100101,000000011,17,9
10537,41,257,00010100100101001,000101001,17,9
10541,83,127,00010100100101101,001010011,17,9
10543,13,811,00010100100101111,000001101,17,9
10546,2,5273,00010100100110010,000000010,17,9
10547,53,199,00010100100110011,000110101,17,9
10551,3,3517,00010100100110111,000000011,17,9
10553,61,173,00010100100111001,000111101,17,9
10555,5,2111,00010100100111011,000000101,17,9
10558,2,5279,00010100100111110,000000010,17,9
10561,59,179,00010100101000001,000111011,17,9
10562,2,5281,00010100101000010,000000010,17,9
10565,5,2113,00010100101000101,000000101,17,9
10573,97,109,00010100101001101,001100001,17,9
10577,7,1511,00010100101010001,000000111,17,9
10579,71,149,00010100101010011,001000111,17,9
10581,3,3527,00010100101010101,000000011,17,9
10583,19,557,00010100101010111,000010011,17,9
10587,3,3529,00010100101011011,000000011,17,9
10594,2,5297,00010100101100010,000000010,17,9
10599,3,3533,00010100101100111,000000011,17,9
10603,23,461,00010100101101011,000010111,17,9
10606,2,5303,00010100101101110,000000010,17,9
10609,103,103,00010100101110001,001100111,17,9
10617,3,3539,00010100101111001,000000011,17,9
10618,2,5309,00010100101111010,000000010,17,9
10623,3,3541,00010100101111111,000000011,17,9
10637,11,967,00010100110001101,000001011,17,9
10641,3,3547,00010100110010001,000000011,17,9
10643,29,367,00010100110010011,000011101,17,9
10645,5,2129,00010100110010101,000000101,17,9
10646,2,5323,00010100110010110,000000010,17,9
10649,23,463,00010100110011001,000010111,17,9
10655,5,2131,00010100110011111,000000101,17,9
10661,7,1523,00010100110100101,000000111,17,9
10666,2,5333,00010100110101010,000000010,17,9
10669,47,227,00010100110101101,000101111,17,9
10671,3,3557,00010100110101111,000000011,17,9
10673,13,821,00010100110110001,000001101,17,9
10677,3,3559,00010100110110101,000000011,17,9
10679,59,181,00010100110110111,000111011,17,9
10681,11,971,00010100110111001,000001011,17,9
10685,5,2137,00010100110111101,000000101,17,9
10694,2,5347,00010100111000110,000000010,17,9
10697,19,563,00010100111001001,000010011,17,9
10699,13,823,00010100111001011,000001101,17,9
10702,2,5351,00010100111001110,000000010,17,9
10705,5,2141,00010100111010001,000000101,17,9
10713,3,3571,00010100111011001,000000011,17,9
10715,5,2143,00010100111011011,000000101,17,9
10717,7,1531,00010100111011101,000000111,17,9
10721,71,151,00010100111100001,001000111,17,9
10727,17,631,00010100111100111,000010001,17,9
10741,23,467,00010100111110101,000010111,17,9
10743,3,3581,00010100111110111,000000011,17,9
10747,11,977,00010100111111011,000001011,17,9
10749,3,3583,00010100111111101,000000011,17,9
10751,13,827,00010100111111111,000001101,17,9
10757,31,347,00010101000000101,000011111,17,9
10762,2,5381,00010101000001010,000000010,17,9
10763,47,229,00010101000001011,000101111,17,9
10765,5,2153,00010101000001101,000000101,17,9
10774,2,5387,00010101000010110,000000010,17,9
10777,13,829,00010101000011001,000001101,17,9
10779,3,3593,00010101000011011,000000011,17,9
10783,41,263,00010101000011111,000101001,17,9
10786,2,5393,00010101000100010,000000010,17,9
10793,43,251,00010101000101001,000101011,17,9
10798,2,5399,00010101000101110,000000010,17,9
10801,7,1543,00010101000110001,000000111,17,9
10805,5,2161,00010101000110101,000000101,17,9
10807,101,107,00010101000110111,001100101,17,9
10811,19,569,00010101000111011,000010011,17,9
10813,11,983,00010101000111101,000001011,17,9
10814,2,5407,00010101000111110,000000010,17,9
10817,29,373,00010101001000001,000011101,17,9
10819,31,349,00010101001000011,000011111,17,9
10821,3,3607,00010101001000101,000000011,17,9
10823,79,137,00010101001000111,001001111,17,9
10826,2,5413,00010101001001010,000000010,17,9
10834,2,5417,00010101001010010,000000010,17,9
10838,2,5419,00010101001010110,000000010,17,9
10839,3,3613,00010101001010111,000000011,17,9
10841,37,293,00010101001011001,000100101,17,9
10843,7,1549,00010101001011011,000000111,17,9
10849,19,571,00010101001100001,000010011,17,9
10851,3,3617,00010101001100011,000000011,17,9
10862,2,5431,00010101001101110,000000010,17,9
10869,3,3623,00010101001110101,000000011,17,9
10871,7,1553,00010101001110111,000000111,17,9
10873,83,131,00010101001111001,001010011,17,9
10874,2,5437,00010101001111010,000000010,17,9
10877,73,149,00010101001111101,001001001,17,9
10882,2,5441,00010101010000010,000000010,17,9
10886,2,5443,00010101010000110,000000010,17,9
10893,3,3631,00010101010001101,000000011,17,9
10895,5,2179,00010101010001111,000000101,17,9
10897,17,641,00010101010010001,000010001,17,9
10898,2,5449,00010101010010010,000000010,17,9
10901,11,991,00010101010010101,000001011,17,9
10907,13,839,00010101010011011,000001101,17,9
10911,3,3637,00010101010011111,000000011,17,9
10913,7,1559,00010101010100001,000000111,17,9
10919,61,179,00010101010100111,000111101,17,9
10921,67,163,00010101010101001,001000011,17,9
10929,3,3643,00010101010110001,000000011,17,9
10931,17,643,00010101010110011,000010001,17,9
10942,2,5471,00010101010111110,000000010,17,9
10943,31,353,00010101010111111,000011111,17,9
10951,47,233,00010101011000111,000101111,17,9
10954,2,5477,00010101011001010,000000010,17,9
10958,2,5479,00010101011001110,000000010,17,9
10961,97,113,00010101011010001,001100001,17,9
10963,19,577,00010101011010011,000010011,17,9
10966,2,5483,00010101011010110,000000010,17,9
10967,11,997,00010101011010111,000001011,17,9
10969,7,1567,00010101011011001,000000111,17,9
10977,3,3659,00010101011100001,000000011,17,9
10981,79,139,00010101011100101,001001111,17,9
10991,29,379,00010101011101111,000011101,17,9
10997,7,1571,00010101011110101,000000111,17,9
10999,17,647,00010101011110111,000010001,17,9
11002,2,5501,00010101011111010,000000010,17,9
11006,2,5503,00010101011111110,000000010,17,9
11009,101,109,00010101100000001,001100101,17,9
11013,3,3671,00010101100000101,000000011,17,9
11014,2,5507,00010101100000110,000000010,17,9
11015,5,2203,00010101100000111,000000101,17,9
11017,23,479,00010101100001001,000010111,17,9
11019,3,3673,00010101100001011,000000011,17,9
11021,103,107,00010101100001101,001100111,17,9
11023,73,151,00010101100001111,001001001,17,9
11029,41,269,00010101100010101,000101001,17,9
11031,3,3677,00010101100010111,000000011,17,9
11035,5,2207,00010101100011011,000000101,17,9
11038,2,5519,00010101100011110,000000010,17,9
11041,61,181,00010101100100001,000111101,17,9
11042,2,5521,00010101100100010,000000010,17,9
11051,43,257,00010101100101011,000101011,17,9
11053,7,1579,00010101100101101,000000111,17,9
11054,2,5527,00010101100101110,000000010,17,9
11062,2,5531,00010101100110110,000000010,17,9
11065,5,2213,00010101100111001,000000101,17,9
11073,3,3691,00010101101000001,000000011,17,9
11081,7,1583,00010101101001001,000000111,17,9
11089,13,853,00010101101010001,000001101,17,9
11091,3,3697,00010101101010011,000000011,17,9
11099,11,1009,00010101101011011,000001011,17,9
11101,17,653,00010101101011101,000010001,17,9
11103,3,3701,00010101101011111,000000011,17,9
11105,5,2221,00010101101100001,000000101,17,9
11107,29,383,00010101101100011,000011101,17,9
11111,41,271,00010101101100111,000101001,17,9
11114,2,5557,00010101101101010,000000010,17,9
11126,2,5563,00010101101110110,000000010,17,9
11127,3,3709,00010101101110111,000000011,17,9
11129,31,359,00010101101111001,000011111,17,9
11138,2,5569,00010101110000010,000000010,17,9
11141,13,857,00010101110000101,000001101,17,9
11143,11,1013,00010101110000111,000001011,17,9
11146,2,5573,00010101110001010,000000010,17,9
11147,71,157,00010101110001011,001000111,17,9
11153,19,587,00010101110010001,000010011,17,9
11157,3,3719,00010101110010101,000000011,17,9
11162,2,5581,00010101110011010,000000010,17,9
11167,13,859,00010101110011111,000001101,17,9
11179,7,1597,00010101110101011,000000111,17,9
11181,3,3727,00010101110101101,000000011,17,9
11182,2,5591,00010101110101110,000000010,17,9
11183,53,211,00010101110101111,000110101,17,9
11185,5,2237,00010101110110001,000000101,17,9
11189,67,167,00010101110110101,001000011,17,9
11195,5,2239,00010101110111011,000000101,17,9
11199,3,3733,00010101110111111,000000011,17,9
11201,23,487,00010101111000001,000010111,17,9
11203,17,659,00010101111000011,000010001,17,9
11207,7,1601,00010101111000111,000000111,17,9
11209,11,1019,00010101111001001,000001011,17,9
11215,5,2243,00010101111001111,000000101,17,9
11217,3,3739,00010101111010001,000000011,17,9
11219,13,863,00010101111010011,000001101,17,9
11227,103,109,00010101111011011,001100111,17,9
11231,11,1021,00010101111011111,000001011,17,9
11233,47,239,00010101111100001,000101111,17,9
11237,17,661,00010101111100101,000010001,17,9
11246,2,5623,00010101111101110,000000010,17,9
11249,7,1607,00010101111110001,000000111,17,9
11255,5,2251,00010101111110111,000000101,17,9
11263,7,1609,00010101111111111,000000111,17,9
11267,19,593,00010110000000011,000010011,17,9
11269,59,191,00010110000000101,000111011,17,9
11278,2,5639,00010110000001110,000000010,17,9
11281,29,389,00010110000010001,000011101,17,9
11282,2,5641,00010110000010010,000000010,17,9
11283,3,3761,00010110000010011,000000011,17,9
11291,7,1613,00010110000011011,000000111,17,9
11293,23,491,00010110000011101,000010111,17,9
11294,2,5647,00010110000011110,000000010,17,9
11301,3,3767,00010110000100101,000000011,17,9
11302,2,5651,00010110000100110,000000010,17,9
11303,89,127,00010110000100111,001011001,17,9
11306,2,5653,00010110000101010,000000010,17,9
11307,3,3769,00010110000101011,000000011,17,9
11309,43,263,00010110000101101,000101011,17,9
11314,2,5657,00010110000110010,000000010,17,9
11318,2,5659,00010110000110110,000000010,17,9
11327,47,241,00010110000111111,000101111,17,9
11333,7,1619,00010110001000101,000000111,17,9
11335,5,2267,00010110001000111,000000101,17,9
11337,3,3779,00010110001001001,000000011,17,9
11338,2,5669,00010110001001010,000000010,17,9
11341,11,1031,00010110001001101,000001011,17,9
11345,5,2269,00010110001010001,000000101,17,9
11347,7,1621,00010110001010011,000000111,17,9
11357,41,277,00010110001011101,000101001,17,9
11359,37,307,00010110001011111,000100101,17,9
11363,11,1033,00010110001100011,000001011,17,9
11365,5,2273,00010110001100101,000000101,17,9
11366,2,5683,00010110001100110,000000010,17,9
11371,83,137,00010110001101011,001010011,17,9
11377,31,367,00010110001110001,000011111,17,9
11378,2,5689,00010110001110010,000000010,17,9
11379,3,3793,00010110001110011,000000011,17,9
11381,19,599,00010110001110101,000010011,17,9
11386,2,5693,00010110001111010,000000010,17,9
11387,59,193,00010110001111011,000111011,17,9
11389,7,1627,00010110001111101,000000111,17,9
11391,3,3797,00010110001111111,000000011,17,9
11401,13,877,00010110010001001,000001101,17,9
11402,2,5701,00010110010001010,000000010,17,9
11405,5,2281,00010110010001101,000000101,17,9
11409,3,3803,00010110010010001,000000011,17,9
11413,101,113,00010110010010101,001100101,17,9
11419,19,601,00010110010011011,000010011,17,9
11422,2,5711,00010110010011110,000000010,17,9
11429,11,1039,00010110010100101,000001011,17,9
11434,2,5717,00010110010101010,000000010,17,9
11435,5,2287,00010110010101011,000000101,17,9
11441,17,673,00010110010110001,000010001,17,9
11449,107,107,00010110010111001,001101011,17,9
11453,13,881,00010110010111101,000001101,17,9
11459,7,1637,00010110011000011,000000111,17,9
11461,73,157,00010110011000101,001001001,17,9
11463,3,3821,00010110011000111,000000011,17,9
11465,5,2293,00010110011001001,000000101,17,9
11469,3,3823,00010110011001101,000000011,17,9
11474,2,5737,00010110011010010,000000010,17,9
11477,23,499,00010110011010101,000010111,17,9
11479,13,883,00010110011010111,000001101,17,9
11482,2,5741,00010110011011010,000000010,17,9
11485,5,2297,00010110011011101,000000101,17,9
11486,2,5743,00010110011011110,000000010,17,9
11498,2,5749,00010110011101010,000000010,17,9
11499,3,3833,00010110011101011,000000011,17,9
11507,37,311,00010110011110011,000100101,17,9
11509,17,677,00010110011110101,000010001,17,9
11513,29,397,00010110011111001,000011101,17,9
11521,41,281,00010110100000001,000101001,17,9
11531,13,887,00010110100001011,000001101,17,9
11533,19,607,00010110100001101,000010011,17,9
11537,83,139,00010110100010001,001010011,17,9
11539,11,1049,00010110100010011,000001011,17,9
11541,3,3847,00010110100010101,000000011,17,9
11545,5,2309,00010110100011001,000000101,17,9
11553,3,3851,00010110100100001,000000011,17,9
11555,5,2311,00010110100100011,000000101,17,9
11558,2,5779,00010110100100110,000000010,17,9
11559,3,3853,00010110100100111,000000011,17,9
11561,11,1051,00010110100101001,000001011,17,9
11563,31,373,00010110100101011,000011111,17,9
11566,2,5783,00010110100101110,000000010,17,9
11567,43,269,00010110100101111,000101011,17,9
11569,23,503,00010110100110001,000010111,17,9
11573,71,163,00010110100110101,001000111,17,9
11581,37,313,00010110100111101,000100101,17,9
11582,2,5791,00010110100111110,000000010,17,9
11589,3,3863,00010110101000101,000000011,17,9
11591,67,173,00010110101000111,001000011,17,9
11599,7,1657,00010110101001111,000000111,17,9
11602,2,5801,00010110101010010,000000010,17,9
11603,41,283,00010110101010011,000101001,17,9
11611,17,683,00010110101011011,000010001,17,9
11614,2,5807,00010110101011110,000000010,17,9
11623,59,197,00010110101100111,000111011,17,9
11626,2,5813,00010110101101010,000000010,17,9
11629,29,401,00010110101101101,000011101,17,9
11631,3,3877,00010110101101111,000000011,17,9
11639,103,113,00010110101110111,001100111,17,9
11641,7,1663,00010110101111001,000000111,17,9
11642,2,5821,00010110101111010,000000010,17,9
11643,3,3881,00010110101111011,000000011,17,9
11647,19,613,00010110101111111,000010011,17,9
11651,61,191,00010110110000011,000111101,17,9
11653,43,271,00010110110000101,000101011,17,9
11654,2,5827,00010110110000110,000000010,17,9
11659,89,131,00010110110001011,001011001,17,9
11663,107,109,00010110110001111,001101011,17,9
11665,5,2333,00010110110010001,000000101,17,9
11667,3,3889,00010110110010011,000000011,17,9
11669,7,1667,00010110110010101,000000111,17,9
11671,11,1061,00010110110010111,000001011,17,9
11678,2,5839,00010110110011110,000000010,17,9
11683,7,1669,00010110110100011,000000111,17,9
11686,2,5843,00010110110100110,000000010,17,9
11693,11,1063,00010110110101101,000001011,17,9
11695,5,2339,00010110110101111,000000101,17,9
11698,2,5849,00010110110110010,000000010,17,9
11702,2,5851,00010110110110110,000000010,17,9
11705,5,2341,00010110110111001,000000101,17,9
11707,23,509,00010110110111011,000010111,17,9
11714,2,5857,00010110111000010,000000010,17,9
11721,3,3907,00010110111001001,000000011,17,9
11722,2,5861,00010110111001010,000000010,17,9
11723,19,617,00010110111001011,000010011,17,9
11729,37,317,00010110111010001,000100101,17,9
11733,3,3911,00010110111010101,000000011,17,9
11734,2,5867,00010110111010110,000000010,17,9
11735,5,2347,00010110111010111,000000101,17,9
11738,2,5869,00010110111011010,000000010,17,9
11741,59,199,00010110111011101,000111011,17,9
11747,17,691,00010110111100011,000010001,17,9
11749,31,379,00010110111100101,000011111,17,9
11751,3,3917,00010110111100111,000000011,17,9
11755,5,2351,00010110111101011,000000101,17,9
11757,3,3919,00010110111101101,000000011,17,9
11758,2,5879,00010110111101110,000000010,17,9
11759,11,1069,00010110111101111,000001011,17,9
11761,19,619,00010110111110001,000010011,17,9
11762,2,5881,00010110111110010,000000010,17,9
11769,3,3923,00010110111111001,000000011,17,9
11771,79,149,00010110111111011,001001111,17,9
11773,61,193,00010110111111101,000111101,17,9
11785,5,2357,00010111000001001,000000101,17,9
11787,3,3929,00010111000001011,000000011,17,9
11791,13,907,00010111000001111,000001101,17,9
11793,3,3931,00010111000010001,000000011,17,9
11794,2,5897,00010111000010010,000000010,17,9
11797,47,251,00010111000010101,000101111,17,9
11806,2,5903,00010111000011110,000000010,17,9
11819,53,223,00010111000101011,000110101,17,9
11829,3,3943,00010111000110101,000000011,17,9
11841,3,3947,00010111001000001,000000011,17,9
11843,13,911,00010111001000011,000001101,17,9
11846,2,5923,00010111001000110,000000010,17,9
11851,7,1693,00010111001001011,000000111,17,9
11854,2,5927,00010111001001110,000000010,17,9
11855,5,2371,00010111001001111,000000101,17,9
11857,71,167,00010111001010001,001000111,17,9
11861,29,409,00010111001010101,000011101,17,9
11873,31,383,00010111001100001,000011111,17,9
11878,2,5939,00010111001100110,000000010,17,9
11879,7,1697,00010111001100111,000000111,17,9
11881,109,109,00010111001101001,001101101,17,9
11885,5,2377,00010111001101101,000000101,17,9
11893,7,1699,00010111001110101,000000111,17,9
11899,73,163,00010111001111011,001001001,17,9
11901,3,3967,00010111001111101,000000011,17,9
11905,5,2381,00010111010000001,000000101,17,9
11906,2,5953,00010111010000010,000000010,17,9
11911,43,277,00010111010000111,000101011,17,9
11915,5,2383,00010111010001011,000000101,17,9
11917,17,701,00010111010001101,000010001,17,9
11929,79,151,00010111010011001,001001111,17,9
11945,5,2389,00010111010101001,000000101,17,9
11947,13,919,00010111010101011,000001101,17,9
11957,11,1087,00010111010110101,000001011,17,9
11962,2,5981,00010111010111010,000000010,17,9
11963,7,1709,00010111010111011,000000111,17,9
11965,5,2393,00010111010111101,000000101,17,9
11967,3,3989,00010111010111111,000000011,17,9
11974,2,5987,00010111011000110,000000010,17,9
11983,23,521,00010111011001111,000010111,17,9
11989,19,631,00010111011010101,000010011,17,9
11993,67,179,00010111011011001,001000011,17,9
11995,5,2399,00010111011011011,000000101,17,9
12001,11,1091,00010111011100001,000001011,17,9
12003,3,4001,00010111011100011,000000011,17,9
12009,3,4003,00010111011101001,000000011,17,9
12013,41,293,00010111011101101,000101001,17,9
12014,2,6007,00010111011101110,000000010,17,9
12017,61,197,00010111011110001,000111101,17,9
12021,3,4007,00010111011110101,000000011,17,9
12022,2,6011,00010111011110110,000000010,17,9
12023,11,1093,00010111011110111,000001011,17,9
12029,23,523,00010111011111101,000010111,17,9
12031,53,227,00010111011111111,000110101,17,9
12039,3,4013,00010111100000111,000000011,17,9
12047,7,1721,00010111100001111,000000111,17,9
12053,17,709,00010111100010101,000010001,17,9
12055,5,2411,00010111100010111,000000101,17,9
12057,3,4019,00010111100011001,000000011,17,9
12058,2,6029,00010111100011010,000000010,17,9
12059,31,389,00010111100011011,000011111,17,9
12061,7,1723,00010111100011101,000000111,17,9
12063,3,4021,00010111100011111,000000011,17,9
12067,11,1097,00010111100100011,000001011,17,9
12074,2,6037,00010111100101010,000000010,17,9
12077,13,929,00010111100101101,000001101,17,9
12079,47,257,00010111100101111,000101111,17,9
12081,3,4027,00010111100110001,000000011,17,9
12083,43,281,00010111100110011,000101011,17,9
12085,5,2417,00010111100110101,000000101,17,9
12086,2,6043,00010111100110110,000000010,17,9
12091,107,113,00010111100111011,001101011,17,9
12094,2,6047,00010111100111110,000000010,17,9
12106,2,6053,00010111101001010,000000010,17,9
12115,5,2423,00010111101010011,000000101,17,9
12127,67,181,00010111101011111,001000011,17,9
12131,7,1733,00010111101100011,000000111,17,9
12133,11,1103,00010111101100101,000001011,17,9
12134,2,6067,00010111101100110,000000010,17,9
12137,53,229,00010111101101001,000110101,17,9
12139,61,199,00010111101101011,000111101,17,9
12146,2,6073,00010111101110010,000000010,17,9
12147,3,4049,00010111101110011,000000011,17,9
12151,29,419,00010111101110111,000011101,17,9
12153,3,4051,00010111101111001,000000011,17,9
12158,2,6079,00010111101111110,000000010,17,9
12169,43,283,00010111110001001,000101011,17,9
12171,3,4057,00010111110001011,000000011,17,9
12178,2,6089,00010111110010010,000000010,17,9
12179,19,641,00010111110010011,000010011,17,9
12181,13,937,00010111110010101,000001101,17,9
12182,2,6091,00010111110010110,000000010,17,9
12185,5,2437,00010111110011001,000000101,17,9
12187,7,1741,00010111110011011,000000111,17,9
12191,73,167,00010111110011111,001001001,17,9
12193,89,137,00010111110100001,001011001,17,9
12199,11,1109,00010111110100111,000001011,17,9
12202,2,6101,00010111110101010,000000010,17,9
12205,5,2441,00010111110101101,000000101,17,9
12209,29,421,00010111110110001,000011101,17,9
12217,19,643,00010111110111001,000010011,17,9
12219,3,4073,00010111110111011,000000011,17,9
12223,17,719,00010111110111111,000010001,17,9
12226,2,6113,00010111111000010,000000010,17,9
12229,7,1747,00010111111000101,000000111,17,9
12233,13,941,00010111111001001,000001101,17,9
12235,5,2447,00010111111001011,000000101,17,9
12237,3,4079,00010111111001101,000000011,17,9
12242,2,6121,00010111111010010,000000010,17,9
12247,37,331,00010111111010111,000100101,17,9
12262,2,6131,00010111111100110,000000010,17,9
12266,2,6133,00010111111101010,000000010,17,9
12271,7,1753,00010111111101111,000000111,17,9
12273,3,4091,00010111111110001,000000011,17,9
12279,3,4093,00010111111110111,000000011,17,9
12283,71,173,00010111111111011,001000111,17,9
12286,2,6143,00010111111111110,000000010,17,9
12287,11,1117,00010111111111111,000001011,17,9
12293,19,647,00011000000000101,000010011,17,9
12295,5,2459,00011000000000111,000000101,17,9
12297,3,4099,00011000000001001,000000011,17,9
12302,2,6151,00011000000001110,000000010,17,9
12307,31,397,00011000000010011,000011111,17,9
12311,13,947,00011000000010111,000001101,17,9
12313,7,1759,00011000000011001,000000111,17,9
12317,109,113,00011000000011101,001101101,17,9
12319,97,127,00011000000011111,001100001,17,9
12326,2,6163,00011000000100110,000000010,17,9
12333,3,4111,00011000000101101,000000011,17,9
12335,5,2467,00011000000101111,000000101,17,9
12346,2,6173,00011000000111010,000000010,17,9
12349,53,233,00011000000111101,000110101,17,9
12353,11,1123,00011000001000001,000001011,17,9
12359,17,727,00011000001000111,000010001,17,9
12361,47,263,00011000001001001,000101111,17,9
12365,5,2473,00011000001001101,000000101,17,9
12367,83,149,00011000001001111,001010011,17,9
12371,89,139,00011000001010011,001011001,17,9
12381,3,4127,00011000001011101,000000011,17,9
12385,5,2477,00011000001100001,000000101,17,9
12387,3,4129,00011000001100011,000000011,17,9
12389,13,953,00011000001100101,000001101,17,9
12394,2,6197,00011000001101010,000000010,17,9
12398,2,6199,00011000001101110,000000010,17,9
12399,3,4133,00011000001101111,000000011,17,9
12403,79,157,00011000001110011,001001111,17,9
12406,2,6203,00011000001110110,000000010,17,9
12407,19,653,00011000001110111,000010011,17,9
12417,3,4139,00011000010000001,000000011,17,9
12419,11,1129,00011000010000011,000001011,17,9
12422,2,6211,00011000010000110,000000010,17,9
12431,31,401,00011000010001111,000011111,17,9
12434,2,6217,00011000010010010,000000010,17,9
12439,7,1777,00011000010010111,000000111,17,9
12442,2,6221,00011000010011010,000000010,17,9
12443,23,541,00011000010011011,000010111,17,9
12449,59,211,00011000010100001,000111011,17,9
12458,2,6229,00011000010101010,000000010,17,9
12459,3,4153,00011000010101011,000000011,17,9
12461,17,733,00011000010101101,000010001,17,9
12469,37,337,00011000010110101,000100101,17,9
12471,3,4157,00011000010110111,000000011,17,9
12477,3,4159,00011000010111101,000000011,17,9
12481,7,1783,00011000011000001,000000111,17,9
12494,2,6247,00011000011001110,000000010,17,9
12499,29,431,00011000011010011,000011101,17,9
12509,7,1787,00011000011011101,000000111,17,9
12514,2,6257,00011000011100010,000000010,17,9
12515,5,2503,00011000011100011,000000101,17,9
12521,19,659,00011000011101001,000010011,17,9
12523,7,1789,00011000011101011,000000111,17,9
12526,2,6263,00011000011101110,000000010,17,9
12531,3,4177,00011000011110011,000000011,17,9
12533,83,151,00011000011110101,001010011,17,9
12538,2,6269,00011000011111010,000000010,17,9
12542,2,6271,00011000011111110,000000010,17,9
12554,2,6277,00011000100001010,000000010,17,9
12557,29,433,00011000100001101,000011101,17,9
12559,19,661,00011000100001111,000010011,17,9
12563,17,739,00011000100010011,000010001,17,9
12571,13,967,00011000100011011,000001101,17,9
12574,2,6287,00011000100011110,000000010,17,9
12581,23,547,00011000100100101,000010111,17,9
12587,41,307,00011000100101011,000101001,17,9
12598,2,6299,00011000100110110,000000010,17,9
12599,43,293,00011000100110111,000101011,17,9
12602,2,6301,00011000100111010,000000010,17,9
12603,3,4201,00011000100111011,000000011,17,9
12605,5,2521,00011000100111101,000000101,17,9
12607,7,1801,00011000100111111,000000111,17,9
12622,2,6311,00011000101001110,000000010,17,9
